"Profil","Lieu_de_recherche","Disponibilité","Points_forts","Expérience","Compétence"
"Directrice marketing et communication","France entière","immédiate","Concevoir des modèles de détection des insights consommateurs
Définir une stratégie de communication
Mettre en oeuvre des actions commerciales et promotionnelles","Directrice marketing 

|
SAS AITAKES","Concevoir des supports de communication audiovisuels
Concevoir des supports de communication et d'image
(Avancé)
Concevoir des supports de communication visuelle
Définir une ligne éditoriale
Définir une stratégie de communication
(Avancé)
Mettre en oeuvre des actions de communication
(Avancé)
Mettre en oeuvre des actions de communication interne
Réaliser des actions de relation publique, de diffusion et de promotion de l'information
(Avancé)
Réaliser des supports de communication multimédia
(Avancé)
Réaliser un journal interne
Rédiger des communiqués de presse
Rédiger le contenu d'un support de communication
(Avancé)
Rédiger un cahier des charges, des spécifications techniques
(Avancé)
Rédiger un discours"
"Expert Changement, Motivation, Digitalisation, Evénementiel","France entière","immédiate","Communication : processus, outils, mesure, techniques, coach
Management : animation, recrutement, motivation
Proposer et accompagner des actions de transformation organisationnelle
Responsabilité Sociétale des Entreprises (RSE)
Stratégies de communication externe","Initiateur Convention APM

|
G7 Biarritz (Biarritz)","Allemand des affaires
(Intermédiaire)
Gestion budgétaire
(Avancé)
Logiciel de traitement de texte
(Intermédiaire)
Logiciel tableur
(Intermédiaire)
Management opérationnel
(Avancé)
Médias
Pratique de l’anglais
(Avancé)
Reportage
(Avancé)
Stratégies de communication externe
(Avancé)"
"Chef de projet digital - Consultante web marketing","France entière","immédiate","Faire preuve de curiosité
Faire preuve de rigueur et de précision
Élaborer une stratégie de marketing digital
Javascript
Outils de web analyse - web analytics","Chef de projet digital","Algorithmique
(Intermédiaire)
CSS
(Avancé)
HTML
(Avancé)
Javascript
(Intermédiaire)
Logiciel de traitement de texte
(Avancé)
Logiciel tableur
(Avancé)
Outils de web analyse - web analytics
(Intermédiaire)
Publication Assistée par Ordinateur (PAO)
(Intermédiaire)
SQL
(Intermédiaire)
WordPress (CMS)
(Avancé)"
"Double compétence informatique : Responsable systèmes d'information d'une part, et Ingénierie logicielle d'autre part.","France entière","immédiate","Animer, coordonner une équipe
Langages de programmation informatique
Élaborer un schéma directeur technique, définir des besoins en équipement
Gestion de projet
Logiciels de gestion de base de données","PRINCE2® 6th edition Foundation

|
Bac+3, Bac+4 ou équivalents","Architecture web
(Intermédiaire)
ASP.NET
Communication digitale
Culture générale / Domaine culturel
Informatique
(Avancé)
Langages de programmation informatique
Logiciels de gestion de base de données
(Avancé)
Nouvelles Technologies de l'information et de la Communication (NTIC)
(Avancé)
Sciences et techniques de l'ingénieur
(Intermédiaire)
Technologies informatiques
(Avancé)
Visual Basic"
"Journaliste web et print","France entière","immédiate","Faire preuve de réactivité
Prendre des initiatives et être force de proposition
Identifier des sources et lieux d'information
Rédiger un article de presse
Veiller au respect d'une ligne éditoriale","Journaliste rédactrice (stage)

|
Rue89Lyon (Lyon)Cette Expérience contient une pièce jointe","Anglais niveau avancé B2
(Avancé)
Culture générale / Domaine culturel
(Avancé)
Écriture journalistique
(Avancé)
Langues vivantes étrangères
(Avancé)
Médias
(Avancé)
Sciences politiques
(Avancé)
Typographie
(Avancé)"
"DIRECTEUR PEDAGOGIQUE - DIRECTEUR DES RELATIONS INTERNATIONALES - RESPONSABLE DE PROGRAMMES","France entière","immédiate","","DIRECTRICE DES ETUDES ET DES RELATIONS INTERNATIONALES","Adapter un dispositif de formation selon les évolutions pédagogiques, sociales, économiques et techniques
(Avancé)
Collecter des informations pour préparer une séquence de formation, une leçon
(Avancé)
Concevoir et préparer les cours, les travaux dirigés ou les travaux pratiques
(Avancé)
Définir des besoins en développement des compétences
(Avancé)
Définir des ressources pédagogiques
(Avancé)
Définir un objectif d'apprentissage et le programme des activités pédagogiques
(Avancé)
Développer une démarche pédagogique pour l'enseignement des savoirs fondamentaux
(Avancé)
Enseigner, transmettre des connaissances, développer des compétences
(Avancé)
Évaluer des acquis d'apprentissage, de formation ou d'expérience
(Avancé)
Organiser et piloter un programme de formation
(Avancé)
Organiser l'espace pédagogique
(Avancé)"
"A la recherche d'un emploi ""Acqusition digital"", ""Traffic manager""","France entière","immédiate","Google Analytics
Référencement naturel (SEO)
E-commerce
Publicité sur les moteurs de recherche (SEA - Search Engine Advertising)
WordPress (CMS)","Traffic Manager SEA/SEO

|
Graine de Production (Paris)","Analyse statistique
E-commerce
(Avancé)
Gestion budgétaire
Google Analytics
(Intermédiaire)
Insights marketing
Outils de web analyse - web analytics
Publicité sur les moteurs de recherche (SEA - Search Engine Advertising)
(Avancé)
Search Engine Marketing (SEM)
(Intermédiaire)
WordPress (CMS)
(Avancé)"
"Développeur Full Stack | Solutions Web Axées sur les Données | Stack MERN, Next.js et Technologies Cloud","France entière","immédiate","Travailler en équipe
Node.js
React
React Native
Anglais","Hetic, Paris, Ile-de-france - Master Data Et Intelligence Artificielle.

|
Bac+5 et plus ou équivalents","Android Native Development Kit (NDK)
(Avancé)
Big data Analytics
(Intermédiaire)
Développement mobile
(Avancé)
Intelligence artificielle
(Intermédiaire)
Logiciels de gestion de base de données
(Avancé)
Maîtrise du pack Office (Word, Excel, Outlook, PowerPoint)
(Avancé)
MySQL
(Avancé)
Node.js
(Avancé)
Outils de data management
(Intermédiaire)
Python
(Avancé)
Technologies HADOOP
(Intermédiaire)"
"ENSEIGNANT-FORMATEUR MATIERES GENERALES","France entière","immédiate","","formation continue responsable ressources humaines

|
Bac+3, Bac+4 ou équivalents","Animer des activités culturelles et artistiques
Concevoir et animer des activités sportives
Gestion de projet
Méthodes d'analyse (systémique, fonctionnelle, de risques, ...)
Méthodes de prospective"
"Alternance - Ingénieur System & Réseau","France entière","immédiate","Concevoir et gérer un projet
Projet de développement informatique
Gérer des données massives
Règlement Général européen sur la Protection des Données (RGPD)
Veiller au respect de la loi Informatique et Libertés et du RGPD dans l'entreprise, gérer la liste des traitements de données à caractère personnel, faire l'interface avec la Commission Nationale de l'Informatique et des Libertés - CNIL","LICENCE ADMINISTRATEUR D'INFRASTRUCTURES SECURISEES

|
Bac+3, Bac+4 ou équivalents","Analyse d'incidents
(Avancé)
Domaine informatique client-serveur
(Avancé)
Informatique de gestion
(Intermédiaire)
Informatique industrielle
(Intermédiaire)
Intelligence artificielle
(Avancé)
Micro-informatique
(Débutant)
Progiciels de gestion intégrée d'entreprise (ERP)
(Avancé)
Systèmes d'exploitation informatique
(Avancé)
Technologie de l'internet
(Avancé)"
"Développeur Concepteur Informatique","France entière","immédiate","Installer et intégrer le matériel (station, équipement réseau, périphériques, ...) dans l'environnement de production et configurer les ressources logistiques et physiques
JAVA, JEE
Administration Systèmes et Réseaux
Concevoir l'architecture d'un système, d'un réseau
SQL","Master 1 Human Booster Concepteur développeur informatique

|
Bac+3, Bac+4 ou équivalents","C/C++
(Débutant)
C#
(Débutant)
Framework Hibernate
(Intermédiaire)
Framework Spring
(Intermédiaire)
HTML
(Avancé)
Java
(Intermédiaire)
PHP
(Intermédiaire)
SQL
(Avancé)
Système d'exploitation informatique Android
Système d'exploitation informatique Apache Tomcat
Système d'exploitation informatique VirtualBox
Système d'exploitation informatique VMWare (virtualisation d'architecture)
Système d'exploitation Windows"
"Chef de projet International Télécoms, IT, Cloud","France entière","immédiate","Piloter une activité
Animer, coordonner une équipe
Concevoir et gérer un projet
Scrum/Agile
Anglais","Gérer un projet en mobilisant les méthodes agiles","Analyse statistique
Anglais technique
Architecture réseau
Conception et Dessin Assistés par Ordinateur (CAO/DAO)
Données d'activité de la structure, du service
(Avancé)
Gestion budgétaire
Logiciel de traitement de texte
(Avancé)
Logiciel tableur
(Avancé)
Modélisation et simulation
Progiciels de gestion intégrée d'entreprise (ERP)
Technologies et protocoles réseaux
Technologies numériques
(Avancé)
Typologie du client
(Intermédiaire)"
"Directrice Opérationnelle / Formatrice","France entière","immédiate","Déterminer des mesures correctives
Organiser et coordonner le circuit des informations sur le fonctionnement d'une structure
Gestion économique
Management","Directrice d'Enseigne Le Marchand Bio

|
SARL Federzoni Participations","Audit interne
Gestion administrative
Logiciel de traitement de texte
(Intermédiaire)
Logiciel tableur
(Intermédiaire)
Merchandising / Marchandisage
Typologie du client"
"Ingénieure en développement Full Stack","France entière","immédiate","Faire preuve de créativité, d'inventivité
Faire preuve de curiosité
Organiser son travail selon les priorités et les objectifs
Travailler en équipe","Assistante vacataire

|
Faculté des Sciences Juridiques Économiques et de Gestion de Jendouba (Tunisie - Jendouba)","Algorithmique
Application web
(Avancé)
ASP.NET
CSS
Gestion commerciale, relation clients
HTML
Informatique de gestion
Informatique scientifique et technique
J2EE
Java
Langages de programmation informatique
Progiciels de gestion intégrée d'entreprise (ERP)
Programmation logicielle
Python
React.js
SQL
Systèmes d'exploitation informatique
Visual Basic
XML"
"À la recherche d'une alternance dans le secteur du marketing digital et/ou e-commerce.","France entière","immédiate","Analyser des échanges communautaires en ligne
Animer un réseau, une communauté
Gestion de boutique en ligne
Respecter ses engagements, assumer ses responsabilités
E-commerce","E-commerce | Freelance

|
 (Tanger, Maroc)","Administrer une vente E-commerce
Effectuer le suivi des commandes, la facturation"
"Statisticien","France entière","immédiate","Logiciel R
Pack microsoft office
Présenter et diffuser les résultats des études réalisées
SQL
Statistiques","Data Analyste

|
JDC (Bouguenais, Loire Atlantique)","Algorithmique
(Avancé)
Analyse statistique
(Intermédiaire)
Conception et analyse d'enquête
(Intermédiaire)
Développement économique
(Débutant)
Économétrie
(Débutant)
Économie du développement durable
(Débutant)
Gestion commerciale, relation clients
(Débutant)
Intelligence économique
(Débutant)
Langages de programmation informatique
(Intermédiaire)
Logiciel de statistiques
(Avancé)
Logiciel de traitement de texte
(Intermédiaire)
Logiciels de gestion de base de données
(Avancé)
Logiciel tableur
(Avancé)
Modélisation et simulation
(Intermédiaire)
Modélisation statistique
(Avancé)
Sciences économiques et sociales
(Débutant)
Statistiques
(Avancé)"
"je cherche un travail en tant que traductrice français wofof","France entière","immédiate","","informaticienne : développement du site internet HTML

|
Magasin de la Fête - Ormes","Design d'un site web
(Avancé)
HTML
(Avancé)
Image de synthèse
(Avancé)
Informatique de gestion
(Avancé)
Langues vivantes étrangères
(Avancé)
Linguistique
(Avancé)
Logiciel de traitement de texte
(Avancé)
Logiciel tableur
(Avancé)
Photoshop
(Avancé)
Progiciels de gestion de la relation client (CRM - Customer Relationship Management)
(Avancé)
Typographie
(Avancé)"
"Ingénieur chargé d'étude en hydraulique urbaine","France entière","immédiate","","Ingénieur d'étude

|
BRGM (Service Géologique Nationale), Orléans","Analyse statistique
Big data Analytics
Environnement / nature
Génie civil
Géochimie
Géophysique
Géotechnique
Hydraulique
Hydrogéologie
Hydrologie
Logiciel de statistiques
Mécanique des fluides
Modélisation et simulation
Modélisation statistique
Piézométrie
Sciences de la vie et de la terre
Stratigraphie
Système d'Information Géographique (SIG)"
"DIPLÔMÉ EN INGÉNIEUR AGROALIMENTAIRE ET EN GESTION DE PROJET","France entière","immédiate","Faire preuve d'autonomie
Faire preuve de rigueur et de précision
GESTION DE PRODUITS
RECHERCHE DE MARCHE
RECHERCHE ET ANALYSE","MSc. Entrepreneuriat digital et Gestion de projet

|
Bac+5 et plus ou équivalents","Administrer une enquête, un sondage
(Intermédiaire)
Concevoir, conduire et vérifier des travaux d'analyse en laboratoire dans le respect des Bonnes Pratiques de Laboratoire (BPL)
(Intermédiaire)
Concevoir des modèles théoriques (calcul, simulation, modélisation)
(Avancé)
Concevoir et animer une démarche d'innovation
(Avancé)
Concevoir et coordonner un programme, un projet de recherche
(Avancé)
Conduire des travaux d'études et de recherche
(Avancé)
Créer, concevoir de nouveaux produits ou des améliorations produits
(Avancé)
Déterminer des axes d'évolution technologiques
(Avancé)
Procéder à des tests, expérimentations
(Intermédiaire)
Réaliser des tests de produit auprès d'un panel de consommateurs
(Intermédiaire)
Réaliser une étude d'opportunité et de faisabilité technique et économique
(Avancé)
Réaliser une étude de brevetabilité
(Débutant)
Réaliser une veille technique ou technologique pour anticiper les évolutions
(Intermédiaire)"
